ACO Identifier,ACO Name,Start Date,Track 2 ACO,Advance pay status,Interim payment election,Advanced payment amount,Quality Score,Quality Performance Sharing Rate,Final sharing rate,Minimum Loss Rate (%),Minimum Savings Rate (%),Total benchmark expenditures ($),Total savings/losses ($),Shared Savings ($),Shared Losses ($),Total number of assigned beneficiaries,Total assigned beneficiary person years,Total number of ESRD assigned beneficiary person years,Total number of DISABLED  assigned beneficiary person years,Total number of AGED/DUAL assigned beneficiary person years,Total number of AGED/NON-DUAL assigned beneficiary person years,"Total number of assigned beneficiaries, age 0-64","Total number of assigned beneficiaries, age 65-74","Total number of assigned beneficiaries, age 75-84","Total number of assigned beneficiaries, age 85+","Total number of assigned beneficiaries, Female","Total number of assigned beneficiaries, Male","Total number of assigned beneficiaries, Non-Hispanic White","Total number of assigned beneficiaries, Black","Total number of assigned beneficiaries, Asian","Total number of assigned beneficiaries, Hispanic","Total number of assigned beneficiaries, North American Native","Total number of assigned beneficiaries, Other",Total performance year spending per assigned beneficiary,Total expenditures per assigned ESRD beneficiary,Total expenditures per assigned DISABLED beneficiary,Total expenditures per assigned AGED/DUAL beneficiary,Total expenditures per assigned AGED/NON-DUAL beneficiary,Total inpatient spending per assigned beneficiary,Acute care hospital (IPPS/CAH) spending per assigned beneficiary,Long-term care hospital spending per assigned beneficiary,Inpatient rehabilitation facility (IRF) spending per assigned beneficiary,Inpatient psychiatric hospital spending per assigned beneficiary,Hospice spending per assigned beneficiary,Skilled nursing facility spending per assigned beneficiary,Other inpatient spending per assigned beneficiary,Physician/supplier spending per assigned beneficiary,Ambulance spending per assigned beneficiary,Home health spending per assigned beneficiary,Durable medical equipment spending per assigned beneficiary,"Inpatient hospital discharges per 1,000 person years","Acute care hospital discharges per 1,000 person years","LTCH discharges per 1,000 person years","IRF discharges per 1,000 person years","IPF discharges per 1,000 person years","CHF (PQI8) discharges  per 1,000 person years","COPD/Asthma (PQI5) discharges per 1,000 person years","Bacterial Pneumonia (PQI11) discharges per 1,000 person years","Acute care readmissions (all-cause 30 day) per 1,000 discharges","Post-acute care discharge provider visits (30 day)  per 1,000 discharges","Skilled nursing facility discharges per 1,000 person years","Outpatient ED visits per 1,000 person years","Inpatient ED visits per 1,000 person years","Computed tomography (CT) events per 1,000 person years","Magnetic resonance imaging (MRI) events per 1,000 person years","Primary care services per 1,000 person years","Primary care services with a PCP per 1,000 person years","Primary care services with a specialist per 1,000 person years","Primary care services with a NP/PA/CNS per 1,000 person years","Primary care services with a FQHC/RHC per 1,000 person years",Number of CAH IIs,Number of FQHCs,Number of RHCs,Number of ETA hospitals,Number of other facility types,Number of participating PCPs,Number of participating specialists,Number of participating nurse practitioners,Number of participating physician assistants,Number of participating clinical nurse specialist,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A80026,"North Bend Medical Center, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.030154154%,$109280670.20,$113305535.40,$-4024865.25,$0.00,,9845,8460.5,51.91666667,1211.833333,512.6666667,6684.083333,1555,3843,2384,950,4718,4014,8456,17,34,23,94,$108.00,$80124.73,$8030.87,$10568.96,$8514.43,$3557.35,$3525.17,$17.35,$28.87,$3.42,$178.90,$858.62,$0.00,$2200.20,$169.02,$260.75,$319.09,283.435,281.544,0.236,1.064,0.591,13.002,9.101,9.101,125.490,737.691,69.263,705.632,138.053,465.575,245.967,8282.135,4648.425,2296.200,1062.349,275.161,0,0,2,0,0,41,64,12,0,1,0.930088783,0.931329196,0.920235786,0.986922441,0.949111197,0.93441709,0.898030214,0.954138252,0.907713863,0.917916258,0.88866678,0.966866757,0.960129333,0.951928115,0.952221516,1.000297681
A61297,"Harbor Medical Associates, PC",07/01/2012,0,1,0,2125984,1,0.5,0.5,,0.030046046%,$115693713.50,$116899582.70,$-1205869.27,$0.00,,9953,8880.916667,30.33333333,632.25,165.25,8053.083333,935,4269,2770,1073,5405,3642,8839,50,11,5,1,$141.00,$88686.49,$8892.56,$16167.49,$8367.33,$2841.48,$2403.60,$204.12,$210.31,$79.94,$106.26,$520.27,$0.00,$2988.74,$125.69,$675.18,$159.78,260.221,236.124,6.418,10.922,6.756,11.035,9.008,8.670,127.483,811.547,54.274,513.911,189.170,592.732,307.739,9990.523,3515.290,5320.960,1152.021,2.252,0,0,0,0,0,37,50,8,0,0,1.078837357,1.113352479,1.119457792,1.045841882,1.049684227,1.095961572,1.066740757,1.054211642,1.079016127,1.097545308,0.989180373,1.035720289,1.080547814,1.058021528,1.082869516,1.01877457
A44053,"Texoma ACO, LLC",07/01/2012,0,1,0,1758448,1,0.5,0.5,,0.035165165%,$75902616.40,$78551991.45,$-2649375.04,$0.00,,6417,5648.416667,35.33333333,639.0833333,170.8333333,4803.166667,839,2287,1901,763,3517,2273,5241,317,38,86,22,$86.00,$72176.49,$9264.79,$13891.92,$8810.35,$2966.93,$2123.61,$153.00,$576.74,$124.49,$289.28,$443.01,$20.58,$3002.03,$79.09,$1252.51,$260.21,259.896,204.482,4.426,37.356,12.393,9.383,7.436,10.268,130.265,754.290,45.499,609.728,165.179,611.322,318.496,10059.279,4952.361,4872.162,197.577,37.179,0,0,0,0,1,27,23,4,0,0,1.002716924,1.087917203,1.131629313,1.089257545,1.01252725,1.097413054,1.141629931,1.080993152,1.006661422,1.078957722,1.065841658,1.06635327,1.098878029,1.11067567,1.06819309,1.067946991
A16313,"PriMed, LLC",07/01/2012,0,1,0,2204416,1,0.5,0.5,,0.029240248%,$166567742.70,$162416534.10,$4151208.66,$0.00,,11266,9700.75,104.5,945.8333333,1162.5,7487.916667,1286,3919,3023,1729,5862,4095,8696,829,102,123,2,$205.00,$82231.01,$10297.22,$14240.45,$9920.34,$3472.34,$3219.61,$16.75,$164.80,$84.76,$245.05,$1468.39,$0.00,$3641.11,$139.07,$816.46,$222.93,315.543,299.461,0.619,7.731,7.731,13.401,11.752,11.339,143.254,832.813,117.104,710.254,254.619,668.093,189.367,10809.473,4136.484,5677.912,988.171,6.907,0,0,0,0,0,51,64,20,0,0,1.124948003,1.112102793,1.132706732,1.127210454,1.043520438,1.118753402,1.096540703,1.090195925,1.03618484,1.154687938,1.089390755,1.076872213,1.017555297,1.125392141,1.047643367,1.086203779
A87823,"Beacon Health Partners, LLP",07/01/2012,0,0,0,,1,0.5,0.5,,0.026283857%,$204068191.80,$201059122.90,$3009068.83,$0.00,,16790,13778.16667,99,1511.166667,860.75,11307.25,2083,5964,4037,2050,8235,5899,11551,1284,389,316,20,$574.00,$79330.94,$9092.34,$11313.36,$9213.88,$2834.90,$2612.19,$17.14,$128.29,$91.10,$90.24,$462.74,$0.00,$4737.63,$48.94,$401.55,$231.84,255.985,240.961,0.363,7.621,7.040,11.540,8.709,5.516,136.928,796.425,37.668,420.520,172.519,636.224,379.949,11891.858,4323.362,7425.153,140.367,2.976,0,0,0,0,0,88,202,6,0,0,1.061135581,1.133465219,0.973631699,1.224510301,1.037603616,1.139339339,1.005116536,1.233212128,1.081399645,1.119400232,1.014368984,1.229042632,1.067147305,1.016515819,0.990328474,1.168785513
A89093,Heartland Regional Medical Center,07/01/2012,1,0,1,,1,0.6,0.6,-0.02%,0.02%,$168924299.10,$160398754.50,$8525544.56,$5013020.20,0,13617,11897.08333,49.16666667,1497.583333,287.1666667,10063.16667,1947,5047,3644,1622,7081,5179,11857,230,16,33,18,$106.00,$68034.06,$9235.30,$13021.99,$8734.20,$3191.89,$3001.01,$109.46,$42.07,$50.66,$263.90,$609.82,$0.00,$2124.94,$89.33,$321.27,$287.39,317.641,303.856,3.278,2.185,8.321,12.356,7.985,11.936,136.990,811.814,67.748,571.569,190.467,688.152,240.143,8875.032,3654.173,3970.469,1226.435,23.955,0,0,0,0,1,81,180,86,0,1,1.084145152,1.096268292,1.065244931,1.055347465,1.04145921,1.116094382,1.075938541,1.078364969,1.036193966,1.116169515,1.032986774,1.049291639,0.979994927,1.07026839,1.103052924,1.051416953
A97325,John Muir Physician Network,07/01/2012,0,0,1,,1,0.5,0.5,,0.024632388%,$336859617.60,$324246762.20,$12612855.35,$6180299.12,,23676,20390.66667,123.6666667,1583.583333,747.8333333,17935.58333,2324,9687,5732,3085,12208,8620,18422,519,638,258,28,$963.00,$94404.70,$10392.85,$13466.79,$9926.73,$3482.51,$3273.01,$25.80,$162.27,$59.76,$264.23,$890.83,$0.00,$3975.43,$125.80,$546.32,$190.05,244.573,232.754,0.392,5.738,5.689,9.318,4.904,5.444,133.699,765.289,58.262,608.710,183.466,560.256,321.618,9897.420,3940.970,5625.172,325.982,5.297,0,0,0,0,0,191,32,6,0,0,1.094760939,1.060386199,1.049411298,1.015083156,1.061778068,1.042404631,0.995769741,1.001498405,1.054681683,1.011107129,1.049325373,1.001206987,1.04008522,1.021073438,1.015229842,0.993836159
A65526,Memorial Hermann Accountable Care Organization,07/01/2012,0,0,0,,1,0.5,0.5,,0.023556952%,$502206316.10,$444372224.10,$57834091.93,$28338705.05,,34430,29142.16667,390.75,2693.583333,1850.083333,24207.75,4215,14237,8085,3495,17853,12179,24098,3243,964,897,28,$802.00,$80023.79,$10868.65,$13823.71,$8866.06,$3411.78,$2431.00,$639.70,$389.64,$74.60,$256.55,$623.43,$0.00,$3367.46,$123.44,$938.08,$257.11,286.938,236.908,19.182,22.099,8.750,10.946,7.412,8.819,144.662,709.227,52.364,579.641,197.068,676.134,309.586,9881.935,3767.427,5138.156,968.768,7.584,0,0,0,0,8,256,181,48,6,1,1.048410571,1.168319412,0.983423327,1.030549308,1.055688875,1.183910919,1.034047305,1.02494131,1.033961841,1.24951287,1.042701478,1.037965647,1.013266205,1.110305541,1.028633427,1.009569591
A40874,"Chautauqua Region Associated Medical Partners, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.03223023%,$92247040.32,$95229434.06,$-2982393.74,$0.00,,7884,6651.5,62.16666667,1868.833333,575.3333333,4145.166667,2118,2126,1669,978,3738,3153,6495,171,13,103,8,$101.00,$69701.22,$8631.53,$12409.38,$8771.96,$3244.73,$2731.06,$75.00,$288.73,$150.50,$148.28,$1172.58,$4.24,$2640.72,$233.99,$488.08,$410.07,360.520,321.281,2.105,17.740,19.244,16.838,8.269,13.681,165.738,785.051,113.208,975.569,260.693,800.571,196.647,8936.180,3703.225,2960.235,2268.210,4.510,0,0,0,0,7,58,107,38,3,0,1.11575191,1.072203073,1.008996231,1.156565484,1.08070326,1.065349573,1.076987505,1.141329376,1.03559607,1.067480443,1.098583612,1.14879091,1.064733093,1.122196585,1.108573544,1.186545541
A39908,"Cornerstone Health Care, PA",07/01/2012,0,0,0,,1,0.5,0.5,,0.02509962%,$200304601.30,$200421595.00,$-116993.63,$0.00,,19750,17410.66667,148.9166667,2049.5,651.8333333,14560.41667,2881,7993,4955,2106,10705,7230,16298,1272,85,70,11,$199.00,$61236.49,$8049.94,$10097.25,$7285.45,$2309.15,$2058.67,$89.02,$156.48,$24.12,$231.27,$494.22,$0.00,$2854.45,$94.93,$388.24,$332.35,257.084,240.715,2.527,10.109,3.733,11.430,7.582,9.707,125.732,785.296,50.027,551.846,177.420,654.771,263.976,10315.343,4480.701,4804.641,1004.901,25.100,0,0,0,0,0,106,224,47,1,0,1.000534246,1.111710431,0.992423445,0.983310694,0.988819495,1.109905894,0.987374866,0.971452159,0.972050373,1.07942225,1.013597113,0.972699776,1.024558925,1.073547689,1.000855004,0.995394187
A34413,"Triad Healthcare Network, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.02290553%,$463194583.10,$441688961.50,$21505621.60,$10537754.58,,40944,35890.08333,412,5033.416667,1538.083333,28906.58333,6703,15823,9875,4625,22044,14982,29793,6501,203,104,20,$405.00,$63372.37,$8408.17,$11346.11,$7369.56,$2525.17,$2260.48,$109.83,$114.76,$59.98,$265.04,$712.02,$0.00,$2508.47,$121.71,$434.55,$255.40,292.309,274.895,3.344,6.436,7.634,15.102,6.186,11.702,139.314,759.745,73.335,648.341,214.516,650.012,265.533,9625.110,4013.476,4704.447,884.200,22.987,0,0,0,0,0,338,533,91,0,0,1.002184408,1.124029391,1.041890209,0.98748368,0.967895454,1.079811661,1.049056502,0.96848439,0.99823126,1.070314775,1.041317137,0.958937329,0.988591257,1.061001524,1.033469268,0.974679432
A01334,"AtlantiCare Health Solutions, Inc.",01/01/2013,0,0,,,1,0.5,0.5,,0.028628126%,$104432087.50,$117352999.20,$-12920912.00,$0.00,,12286,11981.58333,97.91666667,1195.5,308.5,10379.66667,1726,5705,3510,1345,7001,5285,10877,1017,120,91,1,$180.00,$80592.18,$8877.96,$15423.20,$9064.84,$3209.82,$2880.69,$78.05,$263.46,$47.84,$196.09,$382.71,$0.00,$3912.53,$85.42,$403.71,$247.53,311.311,292.032,1.502,15.107,2.671,14.022,7.345,6.677,143.696,760.414,41.981,609.686,229.769,793.301,299.960,10689.572,3891.138,6083.920,708.254,6.260,0,0,0,0,0,134,224,49,1,1,1.050973316,1.084669645,1.146022611,1.083542014,1.041523261,1.117690868,1.097692775,1.052457346,1.042714105,1.042087652,1.146060037,1.056244784,0.990628208,1.035995317,1.124804581,1.040947105
A52780,Methodist Patient Centered ACO,07/01/2012,0,0,0,,1,0.5,0.5,,0.026994799%,$214790906.20,$202073625.40,$12717280.77,$6231467.57,,15013,12675.58333,178.6666667,1707.75,734.0833333,10055.08333,2379,5742,3432,1531,7956,5128,9226,3179,149,291,25,$214.00,$74332.78,$10085.37,$14888.09,$9411.79,$3390.13,$2415.66,$340.42,$555.20,$113.27,$274.32,$785.31,$33.70,$3378.06,$113.33,$1249.56,$247.02,310.282,252.059,8.836,33.213,13.254,13.806,11.597,7.179,144.965,701.389,58.932,707.660,220.818,794.835,350.595,9612.654,4272.387,4637.735,697.009,5.522,0,0,0,0,0,135,213,27,1,0,1.036723081,1.198883925,1.112814098,1.065350008,1.016172045,1.17783477,1.154693876,1.066010215,0.992123977,1.188063497,1.120444972,1.047461087,0.980097801,1.124024056,1.057259442,1.008417462
A15852,"Genesis Accountable Care Organization, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.025057612%,$201691882.70,$208179003.30,$-6487120.60,$0.00,,19855,17430.16667,90.83333333,1674.083333,393.75,15271.5,2389,7741,5304,2497,10237,7694,17140,423,45,101,2,$220.00,$60257.55,$8239.41,$11953.40,$7658.07,$2590.37,$2318.93,$125.33,$150.05,$30.58,$211.01,$672.19,$0.00,$2411.60,$87.29,$475.38,$227.12,290.646,273.090,4.131,9.179,4.246,14.056,8.893,15.146,130.957,750.104,72.231,658.456,201.318,616.230,231.094,8105.717,3828.018,3587.975,679.282,10.442,0,0,0,0,0,143,186,55,0,0,0.984299641,0.964161931,1.040635962,0.965568934,1.030307059,0.964120349,0.997937035,0.969730987,1.026592424,1.010210417,0.995244219,0.990216451,0.990465191,1.019434125,1.01638933,0.974836431
A91882,"Central Utah Clinic, P.C.",07/01/2012,0,0,0,,1,0.5,0.5,,0.02674835%,$181729521.70,$186949829.10,$-5220307.49,$0.00,,15629,13537.91667,87.75,1295.333333,228.5,11926.33333,1892,6009,4455,1647,7661,6342,13612,19,50,115,45,$162.00,$76743.45,$9078.98,$12342.29,$9546.60,$2885.51,$2545.71,$226.25,$113.14,$40.15,$372.80,$1102.08,$0.00,$2988.88,$62.86,$946.44,$414.49,288.523,267.693,6.648,6.648,7.534,8.347,3.767,11.375,109.637,733.081,99.868,608.956,160.734,562.125,295.466,8329.642,3924.385,3529.716,849.761,25.779,0,0,0,0,0,68,138,50,0,0,1.038536098,1.276639624,1.111690383,1.155928151,1.012671556,1.188913274,1.095591355,1.101054734,1.072253644,1.222903733,1.051365975,1.104704933,1.020007241,1.051289143,0.988361234,1.037995068
A05872,"WESTMED Medical Group, P.C.",07/01/2012,0,0,0,,1,0.5,0.5,,0.02755031%,$160881833.10,$162429210.40,$-1547377.23,$0.00,,14082,12126.5,60.75,840.1666667,375.3333333,10850.25,1352,5279,3754,2085,7623,4847,10715,1048,112,235,5,$355.00,$70625.45,$9205.45,$10473.98,$8630.00,$2777.79,$2376.97,$60.11,$273.80,$95.91,$150.24,$604.52,$0.00,$3888.27,$97.66,$489.77,$141.64,232.136,211.108,2.639,12.699,5.690,10.061,7.999,9.071,125.192,801.843,52.612,449.264,165.505,684.039,264.627,11001.526,3657.527,6847.483,488.105,8.411,0,0,0,0,0,81,199,27,0,0,0.950327562,1.019127803,0.939561002,1.038180652,0.972185227,1.022766736,0.919957323,1.037588343,0.944569625,0.993595621,0.905492849,1.028198571,0.929851338,1.000053049,0.940147447,0.986704044
A46043,"Circle Health Alliance, LLC",07/01/2012,0,0,1,,1,0.5,0.5,,0.029219844%,$156216224.00,$143792615.90,$12423608.15,$6087567.99,,11300,9884.583333,73.75,2876.833333,833.5,6100.5,3345,3720,2089,1040,5780,4414,8943,181,478,378,6,$208.00,$62308.68,$9548.98,$11278.72,$9471.76,$3689.41,$3147.10,$80.44,$259.88,$241.06,$163.94,$805.89,$0.00,$2546.26,$182.99,$665.78,$266.14,370.549,326.544,2.630,14.668,26.706,15.579,13.657,12.240,153.963,787.500,83.153,872.100,263.825,645.805,356.791,9370.549,3535.136,4156.258,960.413,718.742,0,3,0,0,0,213,197,84,0,1,1.03477685,1.108345265,0.918050452,1.077388845,1.084778487,1.110495929,0.941524446,1.079504429,1.029647305,1.141279684,0.973493556,1.080216621,1.031624833,1.10601106,0.984549217,1.104606126
A10273,"BJC HealthCare ACO, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.023373446%,$375596444.40,$380299350.70,$-4702906.31,$0.00,,36265,31252.41667,214.1666667,3840.166667,608.5833333,26589.5,5135,14569,8766,3630,19361,12739,28122,3474,108,31,15,$350.00,$73254.97,$9091.18,$11702.34,$7440.71,$2530.87,$2247.59,$34.75,$198.11,$70.97,$133.58,$412.56,$3.82,$2501.71,$88.22,$378.30,$278.10,289.546,265.867,0.928,12.159,10.399,13.407,7.743,9.311,141.474,681.271,49.788,712.905,198.129,664.877,263.180,8598.631,2960.539,4422.858,547.606,667.628,0,0,7,0,11,265,513,83,1,3,1.030200977,1.086328797,1.056522111,1.012193944,1.040276237,1.099203118,1.109449704,1.016214245,1.012667811,1.094486182,1.127112424,1.015923489,1.036130605,1.10230312,1.101422956,1.02679253
A64218,"MPS ACO Physicians, LLC",07/01/2012,0,1,0,1737700,1,0.5,0.5,,0.038141141%,$68130243.66,$69258839.65,$-1128595.98,$0.00,,5286,3699.583333,26,606.25,771.5,2295.833333,732,1314,1078,691,2217,1598,3393,222,38,88,2,$72.00,$84948.48,$9936.79,$14550.91,$10031.36,$3800.50,$3526.38,$163.71,$11.25,$141.24,$201.13,$1663.27,$2.03,$3304.98,$242.37,$786.57,$236.97,361.662,340.309,5.136,1.081,14.867,15.137,14.326,13.785,149.879,852.538,153.801,893.614,296.250,739.272,256.515,10660.390,4479.964,4494.830,1676.405,9.190,0,0,0,0,0,23,1,4,0,0,1.06675234,1.103118415,1.090435948,1.134406735,1.071032229,1.070392757,1.019281841,1.076953142,1.137959675,1.066232434,1.0751779,1.090844029,1.110726126,1.111134394,1.067750213,1.133025731
A70411,"Torrance Memorial Integrated Physicians, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.028245249%,$181810185.60,$185807696.40,$-3997510.77,$0.00,,12924,9056.666667,175.0833333,577.5833333,782,7522,1001,3950,2982,1431,5032,4332,7134,573,671,247,10,$729.00,$88522.31,$15225.18,$17245.44,$11124.96,$4193.43,$3835.82,$159.61,$120.12,$125.26,$298.47,$1651.22,$0.00,$4870.24,$249.30,$709.45,$243.37,356.091,336.768,4.748,4.969,9.606,13.692,5.962,6.956,165.119,782.493,118.808,581.340,262.790,662.937,346.706,13090.909,5017.298,7144.461,925.616,3.533,0,0,0,0,1,103,389,11,0,0,0.992763903,1.201527726,1.135762936,1.040801504,0.974030832,1.32740758,1.16199553,1.06282356,1.015925794,1.32874408,1.151055901,1.049727496,0.978948568,1.288729599,1.154155498,1.089667963
A45951,Cambridge Public Health Commission,01/01/2013,0,0,,,1,0.5,0.5,,0.036117117%,$68838827.52,$62561952.43,$6276875.00,$3075668.79,,5960,5760.416667,39.91666667,2375.416667,1026.583333,2318.5,2624,1763,983,590,3383,2577,4331,879,157,288,7,$298.00,$81863.47,$9724.48,$10407.89,$11002.78,$4029.63,$2885.91,$245.68,$116.24,$842.58,$265.47,$995.37,$0.00,$2049.02,$224.61,$655.40,$188.79,404.485,307.790,8.333,5.729,82.633,16.665,20.137,12.846,171.382,813.928,87.494,1259.458,311.957,603.602,192.347,10228.600,4166.712,4061.512,1990.828,9.548,0,0,0,0,0,0,0,0,0,0,1.080884831,1.138788181,0.855598578,1.237130304,1.02967575,1.166165946,0.855514404,1.207848785,1.057969276,1.133082349,0.869536492,1.230872747,1.040699318,1.03241544,0.846563677,1.184845124
A12621,"Chicago Health System ACO, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.029258252%,$165204122.80,$161657885.10,$3546237.73,$0.00,,11236,9415.916667,148.4166667,1752.083333,800.1666667,6715.25,2198,4064,2360,1095,5723,3994,6964,1728,112,673,4,$236.00,$85237.54,$10203.52,$14444.47,$9833.92,$3720.44,$3181.65,$299.19,$218.07,$139.03,$204.49,$1352.80,$0.00,$3130.28,$163.94,$963.10,$256.49,387.429,350.152,6.585,12.957,17.736,16.780,11.576,9.240,166.716,787.089,115.018,722.394,286.855,641.255,219.097,9634.431,4766.185,4298.679,477.702,91.866,0,1,0,0,4,247,236,11,0,1,1.021469112,1.194872444,1.026250279,1.064681411,1.033445249,1.115841004,1.062967136,1.076957379,1.044179146,1.101345363,1.039772641,1.069734417,1.021263314,1.134618026,1.018356335,1.067979089
A91115,"John C. Lincoln Accountable Care Organization, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.029064413%,$110761253.70,$113808959.90,$-3047706.20,$0.00,,11559,9621.5,38.5,844.3333333,76,8662.666667,1363,5350,2254,932,5489,4410,9346,214,65,47,24,$203.00,$83152.51,$8409.70,$11587.78,$7582.29,$2378.96,$2139.72,$31.66,$182.26,$37.86,$218.75,$167.34,$0.00,$3669.89,$51.41,$275.54,$201.01,245.388,228.447,0.728,10.809,5.405,8.627,7.171,5.612,124.281,777.090,20.995,488.178,170.244,752.377,368.965,9808.242,3636.959,5399.054,762.875,9.354,0,0,0,0,2,125,284,31,0,0,1.092390136,0.927336944,0.91035978,0.911656386,1.059361947,1.018509511,0.954429751,0.931411586,1.07246268,1.001534647,0.961347878,0.929623175,1.000896131,0.956031881,1.073026701,0.913023832
A58588,"Mercy Health Select, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024017967%,$315655126.50,$329267991.90,$-13612865.41,$0.00,,29820,26219.41667,261.3333333,3675.916667,680.5,21601.66667,4980,11206,7383,3449,15542,11476,23583,2917,78,24,3,$413.00,$72164.67,$8530.76,$11865.93,$7783.65,$2895.56,$2569.19,$84.12,$221.20,$47.15,$237.21,$611.06,$5.31,$2658.80,$127.25,$476.72,$213.79,325.408,300.121,2.327,14.569,7.819,15.637,9.077,10.832,148.006,736.823,62.282,718.513,234.330,657.909,242.721,8900.694,3792.228,4426.872,673.127,8.467,0,0,0,0,0,454,880,189,0,9,0.995647849,1.017765406,1.084389097,0.923033669,1.019191623,1.022091538,1.023651963,0.967303294,0.97607862,1.031180365,1.083106902,1.006870175,0.976856659,1.078342122,1.090029957,1.017258686
A46075,Southern Kentucky Health Care Alliance,07/01/2012,0,0,0,,1,0.5,0.5,,0.030826827%,$120527374.30,$114890739.20,$5636635.12,$2761951.21,,9173,7024.416667,52.16666667,1415.333333,629.9166667,4927,1674,2798,1981,799,4138,3114,6788,374,34,9,2,$45.00,$70690.69,$8826.60,$16302.66,$9494.94,$3565.27,$3132.41,$109.11,$256.82,$105.06,$120.61,$1160.69,$0.00,$2912.82,$201.45,$522.12,$401.29,430.214,396.189,3.559,18.080,12.385,23.205,27.903,22.208,169.407,788.063,124.708,784.976,251.409,834.091,318.318,11321.794,5857.284,4237.505,1208.214,18.792,0,0,0,0,0,21,2,12,0,0,1.050683391,1.169011834,1.106743442,1.122637748,1.001593207,1.137131965,1.139958273,1.138138614,1.033716266,1.107944628,1.128341739,1.137824651,1.013824355,1.098787457,1.138149879,1.160850702
A52797,"Mount Sinai Care, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024495783%,$353393022.60,$354901324.20,$-1508301.63,$0.00,,25042,19895.41667,351.5,2560.916667,2050.916667,14932.08333,3405,7717,6004,3354,12371,8109,15681,2643,329,1061,17,$749.00,$78297.29,$12352.94,$12125.98,$10204.85,$3876.70,$3513.20,$52.79,$182.77,$140.18,$245.48,$412.46,$0.00,$4086.26,$87.27,$790.70,$351.98,356.313,336.108,2.061,9.449,8.695,14.325,9.801,8.746,156.404,757.903,33.073,620.645,267.499,672.265,358.877,10792.285,3417.219,7059.214,310.222,5.629,0,0,0,0,0,629,2732,104,5,0,1.100796727,1.37399817,1.057014258,1.197272988,1.059348818,1.363874186,1.049618974,1.184187311,1.024659012,1.365883317,1.072759737,1.17829898,1.01641826,1.294035922,1.110409759,1.182678876
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024134871%,$358236161.10,$336322174.20,$21913986.89,$10737853.58,,28651,25154.16667,127.4166667,1658,396.75,22972,2668,11257,8115,3673,14797,10916,23562,1078,208,116,9,$740.00,$70755.59,$8281.27,$10580.12,$8973.30,$2458.19,$2258.62,$4.05,$149.67,$52.08,$90.89,$411.54,$0.00,$4720.38,$37.26,$352.66,$182.56,219.590,207.267,0.239,8.388,3.697,8.785,4.730,4.969,117.402,814.618,31.205,366.315,147.083,612.937,388.219,11983.105,3809.760,8013.741,158.571,1.034,0,0,0,0,0,93,264,7,0,0,1.021170485,1.016870307,1.064873801,1.09374225,1.041585361,1.003069273,1.086690205,1.080516508,1.020084359,0.987204731,1.156925613,1.081948846,0.986312241,0.941877035,1.018976805,1.050016027
A82170,"Deaconess Care Integration, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.025887378%,$206908515.70,$217261473.50,$-10352957.74,$0.00,,17781,15655.58333,95.25,2308.166667,596.1666667,12656,3028,6486,4496,2251,9418,6843,15537,542,26,10,7,$139.00,$82790.32,$7777.77,$15129.92,$9030.69,$3176.50,$2432.44,$108.08,$560.39,$99.95,$393.76,$1303.96,$0.00,$2265.08,$127.12,$357.88,$252.48,352.781,303.023,3.641,33.662,12.456,15.522,12.647,12.775,141.479,714.429,106.991,750.723,224.584,817.791,197.949,7992.548,3613.854,3223.387,873.363,281.944,0,0,1,0,2,111,156,63,0,3,1.038893133,1.053946395,1.129441233,1.008930195,1.020644863,1.042633179,1.08474304,1.012866811,1.0203513,1.049389008,1.061237652,1.001302134,1.023857494,1.039636532,1.043364329,1.003082284
